Title:,"Time Series, Area-Averaged of Total column ozone monthly 0.5 x 0.625 deg. [MERRA-2 (monthly)"
User Start Date:,2004-01-01T00:00:00Z
User End Date:,2025-12-31T23:59:59Z
User Bounding Box:,"5,51.8,5.5,52.3"
Data Bounding Box:,"5,52,5,52"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2004-01-01T00:00:00Z&endtime=2025-12-31T23:59:59Z&bbox=5,51.8,5.5,52.3&data=M2IMNXASM_5_12_4_TO3%2CM2TMNXSLV_5_12_4_TO3%2CM2TMNXCHM_5_12_4_TO3&dataKeyword=ozone%20total%20column&portal=GIOVANNI&format=json"
Fill Value (M2TMNXCHM_5_12_4_TO3):, 1000000000000000

time, M2TMNXCHM_5_12_4_TO3
2004-01-01 00:00:00,337.440277
2004-02-01 00:00:00,362.165283
2004-03-01 00:00:00,373.979828
2004-04-01 00:00:00,370.786377
2004-05-01 00:00:00,370.727753
2004-06-01 00:00:00,350.94458
2004-07-01 00:00:00,333.391174
2004-08-01 00:00:00,316.823608
2004-09-01 00:00:00,289.647217
2004-10-01 00:00:00,285.948212
2004-11-01 00:00:00,276.328278
2004-12-01 00:00:00,304.2034
2005-01-01 00:00:00,312.34436
2005-02-01 00:00:00,336.506866
2005-03-01 00:00:00,333.593475
2005-04-01 00:00:00,367.853973
2005-05-01 00:00:00,349.885345
2005-06-01 00:00:00,329.654785
2005-07-01 00:00:00,331.447205
2005-08-01 00:00:00,315.128632
2005-09-01 00:00:00,282.793213
2005-10-01 00:00:00,272.260986
2005-11-01 00:00:00,287.868805
2005-12-01 00:00:00,314.732391
2006-01-01 00:00:00,298.845398
2006-02-01 00:00:00,364.410095
2006-03-01 00:00:00,380.523102
2006-04-01 00:00:00,386.720337
2006-05-01 00:00:00,368.073578
2006-06-01 00:00:00,334.395111
2006-07-01 00:00:00,316.223572
2006-08-01 00:00:00,331.602295
2006-09-01 00:00:00,279.833618
2006-10-01 00:00:00,269.794861
2006-11-01 00:00:00,284.691223
2006-12-01 00:00:00,277.906891
2007-01-01 00:00:00,323.607605
2007-02-01 00:00:00,352.747162
2007-03-01 00:00:00,394.656555
2007-04-01 00:00:00,341.992004
2007-05-01 00:00:00,344.026215
2007-06-01 00:00:00,337.124359
2007-07-01 00:00:00,332.309174
2007-08-01 00:00:00,310.05307
2007-09-01 00:00:00,294.374786
2007-10-01 00:00:00,268.985077
2007-11-01 00:00:00,273.006714
2007-12-01 00:00:00,298.782837
2008-01-01 00:00:00,308.048279
2008-02-01 00:00:00,304.749908
2008-03-01 00:00:00,378.69104
2008-04-01 00:00:00,381.977203
2008-05-01 00:00:00,347.890472
2008-06-01 00:00:00,336.326721
2008-07-01 00:00:00,327.612427
2008-08-01 00:00:00,310.421356
2008-09-01 00:00:00,284.921722
2008-10-01 00:00:00,278.861969
2008-11-01 00:00:00,282.877106
2008-12-01 00:00:00,291.306854
2009-01-01 00:00:00,355.223114
2009-02-01 00:00:00,396.283112
2009-03-01 00:00:00,365.021423
2009-04-01 00:00:00,349.907532
2009-05-01 00:00:00,340.909576
2009-06-01 00:00:00,342.051056
2009-07-01 00:00:00,328.309113
2009-08-01 00:00:00,301.358765
2009-09-01 00:00:00,294.346985
2009-10-01 00:00:00,280.696289
2009-11-01 00:00:00,288.384644
2009-12-01 00:00:00,338.139191
2010-01-01 00:00:00,352.017334
2010-02-01 00:00:00,374.079529
2010-03-01 00:00:00,398.108856
2010-04-01 00:00:00,376.216675
2010-05-01 00:00:00,374.529175
2010-06-01 00:00:00,349.42157
2010-07-01 00:00:00,329.931061
2010-08-01 00:00:00,326.293854
2010-09-01 00:00:00,309.177979
2010-10-01 00:00:00,289.482758
2010-11-01 00:00:00,317.853699
2010-12-01 00:00:00,340.367065
2011-01-01 00:00:00,336.812317
2011-02-01 00:00:00,342.397095
2011-03-01 00:00:00,341.197906
2011-04-01 00:00:00,337.489685
2011-05-01 00:00:00,346.535583
2011-06-01 00:00:00,337.013458
2011-07-01 00:00:00,332.003815
2011-08-01 00:00:00,304.201141
2011-09-01 00:00:00,283.477753
2011-10-01 00:00:00,273.745544
2011-11-01 00:00:00,270.077301
2011-12-01 00:00:00,282.015167
2012-01-01 00:00:00,288.131989
2012-02-01 00:00:00,325.424835
2012-03-01 00:00:00,329.305206
2012-04-01 00:00:00,375.943207
2012-05-01 00:00:00,352.017242
2012-06-01 00:00:00,339.562012
2012-07-01 00:00:00,334.552032
