Title:,"Time Series, Area-Averaged of Total column ozone monthly 0.5 x 0.625 deg. [MERRA-2 (monthly)"
User Start Date:,2004-01-01T00:00:00Z
User End Date:,2025-12-31T23:59:59Z
User Bounding Box:,"5,51.8,5.5,52.3"
Data Bounding Box:,"5,52,5,52"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2004-01-01T00:00:00Z&endtime=2025-12-31T23:59:59Z&bbox=5,51.8,5.5,52.3&data=M2IMNXASM_5_12_4_TO3%2CM2TMNXSLV_5_12_4_TO3%2CM2TMNXCHM_5_12_4_TO3&dataKeyword=ozone%20total%20column&portal=GIOVANNI&format=json"
Fill Value (M2TMNXSLV_5_12_4_TO3):, 1000000000000000

time, M2TMNXSLV_5_12_4_TO3
2004-01-01 00:00:00,337.467438
2004-02-01 00:00:00,362.178741
2004-03-01 00:00:00,373.983124
2004-04-01 00:00:00,370.774445
2004-05-01 00:00:00,370.734924
2004-06-01 00:00:00,350.966492
2004-07-01 00:00:00,333.393341
2004-08-01 00:00:00,316.831177
2004-09-01 00:00:00,289.66861
2004-10-01 00:00:00,285.936829
2004-11-01 00:00:00,276.349365
2004-12-01 00:00:00,304.227051
2005-01-01 00:00:00,312.361908
2005-02-01 00:00:00,336.474457
2005-03-01 00:00:00,333.58432
2005-04-01 00:00:00,367.880585
2005-05-01 00:00:00,349.893982
2005-06-01 00:00:00,329.670349
2005-07-01 00:00:00,331.440277
2005-08-01 00:00:00,315.140045
2005-09-01 00:00:00,282.791168
2005-10-01 00:00:00,272.249664
2005-11-01 00:00:00,287.876526
2005-12-01 00:00:00,314.744354
2006-01-01 00:00:00,298.84787
2006-02-01 00:00:00,364.410706
2006-03-01 00:00:00,380.532959
2006-04-01 00:00:00,386.786255
2006-05-01 00:00:00,368.087341
2006-06-01 00:00:00,334.398315
2006-07-01 00:00:00,316.214508
2006-08-01 00:00:00,331.592773
2006-09-01 00:00:00,279.825134
2006-10-01 00:00:00,269.786011
2006-11-01 00:00:00,284.689178
2006-12-01 00:00:00,277.882111
2007-01-01 00:00:00,323.630646
2007-02-01 00:00:00,352.765869
2007-03-01 00:00:00,394.658722
2007-04-01 00:00:00,341.977234
2007-05-01 00:00:00,344.029541
2007-06-01 00:00:00,337.104858
2007-07-01 00:00:00,332.31012
2007-08-01 00:00:00,310.038208
2007-09-01 00:00:00,294.378235
2007-10-01 00:00:00,268.979828
2007-11-01 00:00:00,273.026855
2007-12-01 00:00:00,298.784546
2008-01-01 00:00:00,308.057709
2008-02-01 00:00:00,304.75293
2008-03-01 00:00:00,378.740723
2008-04-01 00:00:00,382.00827
2008-05-01 00:00:00,347.899078
2008-06-01 00:00:00,336.343658
2008-07-01 00:00:00,327.616089
2008-08-01 00:00:00,310.417053
2008-09-01 00:00:00,284.917236
2008-10-01 00:00:00,278.85498
2008-11-01 00:00:00,282.869019
2008-12-01 00:00:00,291.296173
2009-01-01 00:00:00,355.231842
2009-02-01 00:00:00,396.310822
2009-03-01 00:00:00,365.048309
2009-04-01 00:00:00,349.878662
2009-05-01 00:00:00,340.923889
2009-06-01 00:00:00,342.071991
2009-07-01 00:00:00,328.311584
2009-08-01 00:00:00,301.362457
2009-09-01 00:00:00,294.341827
2009-10-01 00:00:00,280.710236
2009-11-01 00:00:00,288.37085
2009-12-01 00:00:00,338.166473
2010-01-01 00:00:00,352.011719
2010-02-01 00:00:00,374.087769
2010-03-01 00:00:00,398.119598
2010-04-01 00:00:00,376.212616
2010-05-01 00:00:00,374.539825
2010-06-01 00:00:00,349.420746
2010-07-01 00:00:00,329.921844
2010-08-01 00:00:00,326.301208
2010-09-01 00:00:00,309.198059
2010-10-01 00:00:00,289.485626
2010-11-01 00:00:00,317.867432
2010-12-01 00:00:00,340.390717
2011-01-01 00:00:00,336.82251
2011-02-01 00:00:00,342.394287
2011-03-01 00:00:00,341.173065
2011-04-01 00:00:00,337.486908
2011-05-01 00:00:00,346.553375
2011-06-01 00:00:00,337.008789
2011-07-01 00:00:00,331.978455
2011-08-01 00:00:00,304.196442
2011-09-01 00:00:00,283.482025
2011-10-01 00:00:00,273.747406
2011-11-01 00:00:00,270.073853
2011-12-01 00:00:00,282.054047
2012-01-01 00:00:00,288.188354
2012-02-01 00:00:00,325.433777
2012-03-01 00:00:00,329.304077
2012-04-01 00:00:00,375.935699
2012-05-01 00:00:00,352.009125
2012-06-01 00:00:00,339.568604
2012-07-01 00:00:00,334.54541
