########################################################################################
# This file contains data retrieved from the CDS https://cds.climate.copernicus.eu/datasets/insitu-observations-woudc-ozone-total-column-and-profiles
# This is a C3S product under the following licences:
# 20180314_Copernicus_License_V1.1
# woudc-data-policy
# This is a CSV file following the CDS convention cdm-obs
# Data source: TotalOzone
# Time extent: 20040101 - 20240630
# Geographic area (minlat/maxlat/minlon/maxlon): 52.10/52.10/5.18/5.18
# Variables selected and units:
# total_ozone_column [Dobson-units]
# standard_deviation_ozone [None]
# Uncertainty legend:
# No uncertainty columns available for this dataset.
########################################################################################
index,observation_id,report_id,observed_variable,observation_value,units,sensor_id,primary_station_id,height_of_station_above_sea_level,report_timestamp,longitude,latitude
0,1430156,59724,total_ozone_column,271.4,Dobson-units,MKIII,316,15.0,2004-01-01,5.18,52.1
1,1430156,59724,standard_deviation_ozone,2.6,None,MKIII,316,15.0,2004-01-01,5.18,52.1
2,1430157,59724,total_ozone_column,307.9,Dobson-units,MKIII,316,15.0,2004-01-02,5.18,52.1
3,1430157,59724,standard_deviation_ozone,2.9,None,MKIII,316,15.0,2004-01-02,5.18,52.1
4,1430158,59724,total_ozone_column,252.7,Dobson-units,MKIII,316,15.0,2004-01-03,5.18,52.1
5,1430158,59724,standard_deviation_ozone,3.1,None,MKIII,316,15.0,2004-01-03,5.18,52.1
6,1430159,59724,total_ozone_column,267.0,Dobson-units,MKIII,316,15.0,2004-01-04,5.18,52.1
7,1430159,59724,standard_deviation_ozone,1.7,None,MKIII,316,15.0,2004-01-04,5.18,52.1
8,1430160,59724,total_ozone_column,253.6,Dobson-units,MKIII,316,15.0,2004-01-05,5.18,52.1
9,1430160,59724,standard_deviation_ozone,2.9,None,MKIII,316,15.0,2004-01-05,5.18,52.1
10,1430161,59724,total_ozone_column,263.4,Dobson-units,MKIII,316,15.0,2004-01-06,5.18,52.1
11,1430161,59724,standard_deviation_ozone,4.6,None,MKIII,316,15.0,2004-01-06,5.18,52.1
12,1430162,59724,total_ozone_column,279.8,Dobson-units,MKIII,316,15.0,2004-01-08,5.18,52.1
13,1430162,59724,standard_deviation_ozone,5.0,None,MKIII,316,15.0,2004-01-08,5.18,52.1
14,1430163,59724,total_ozone_column,312.6,Dobson-units,MKIII,316,15.0,2004-01-09,5.18,52.1
15,1430163,59724,standard_deviation_ozone,8.0,None,MKIII,316,15.0,2004-01-09,5.18,52.1
16,1430164,59724,total_ozone_column,303.7,Dobson-units,MKIII,316,15.0,2004-01-10,5.18,52.1
17,1430164,59724,standard_deviation_ozone,5.6,None,MKIII,316,15.0,2004-01-10,5.18,52.1
18,1430165,59724,total_ozone_column,304.2,Dobson-units,MKIII,316,15.0,2004-01-11,5.18,52.1
19,1430165,59724,standard_deviation_ozone,8.0,None,MKIII,316,15.0,2004-01-11,5.18,52.1
20,1430166,59724,total_ozone_column,327.0,Dobson-units,MKIII,316,15.0,2004-01-12,5.18,52.1
21,1430166,59724,standard_deviation_ozone,3.3,None,MKIII,316,15.0,2004-01-12,5.18,52.1
22,1430167,59724,total_ozone_column,337.8,Dobson-units,MKIII,316,15.0,2004-01-13,5.18,52.1
23,1430167,59724,standard_deviation_ozone,2.0,None,MKIII,316,15.0,2004-01-13,5.18,52.1
24,1430168,59724,total_ozone_column,413.4,Dobson-units,MKIII,316,15.0,2004-01-14,5.18,52.1
25,1430168,59724,standard_deviation_ozone,9.9,None,MKIII,316,15.0,2004-01-14,5.18,52.1
26,1430169,59724,total_ozone_column,403.2,Dobson-units,MKIII,316,15.0,2004-01-15,5.18,52.1
27,1430169,59724,standard_deviation_ozone,3.0,None,MKIII,316,15.0,2004-01-15,5.18,52.1
28,1430170,59724,total_ozone_column,408.4,Dobson-units,MKIII,316,15.0,2004-01-16,5.18,52.1
29,1430170,59724,standard_deviation_ozone,9.1,None,MKIII,316,15.0,2004-01-16,5.18,52.1
30,1430171,59724,total_ozone_column,430.3,Dobson-units,MKIII,316,15.0,2004-01-17,5.18,52.1
31,1430171,59724,standard_deviation_ozone,6.7,None,MKIII,316,15.0,2004-01-17,5.18,52.1
32,1430172,59724,total_ozone_column,421.1,Dobson-units,MKIII,316,15.0,2004-01-18,5.18,52.1
33,1430172,59724,standard_deviation_ozone,9.6,None,MKIII,316,15.0,2004-01-18,5.18,52.1
34,1430173,59724,total_ozone_column,380.9,Dobson-units,MKIII,316,15.0,2004-01-19,5.18,52.1
35,1430173,59724,standard_deviation_ozone,5.0,None,MKIII,316,15.0,2004-01-19,5.18,52.1
36,1430174,59724,total_ozone_column,394.0,Dobson-units,MKIII,316,15.0,2004-01-20,5.18,52.1
37,1430174,59724,standard_deviation_ozone,1.4,None,MKIII,316,15.0,2004-01-20,5.18,52.1
38,1430175,59724,total_ozone_column,328.9,Dobson-units,MKIII,316,15.0,2004-01-21,5.18,52.1
39,1430175,59724,standard_deviation_ozone,2.8,None,MKIII,316,15.0,2004-01-21,5.18,52.1
40,1430176,59724,total_ozone_column,344.1,Dobson-units,MKIII,316,15.0,2004-01-22,5.18,52.1
41,1430176,59724,standard_deviation_ozone,9.4,None,MKIII,316,15.0,2004-01-22,5.18,52.1
42,1430177,59724,total_ozone_column,311.7,Dobson-units,MKIII,316,15.0,2004-01-23,5.18,52.1
43,1430177,59724,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-01-23,5.18,52.1
44,1430178,59724,total_ozone_column,337.0,Dobson-units,MKIII,316,15.0,2004-01-24,5.18,52.1
45,1430178,59724,standard_deviation_ozone,6.9,None,MKIII,316,15.0,2004-01-24,5.18,52.1
46,1430179,59724,total_ozone_column,353.5,Dobson-units,MKIII,316,15.0,2004-01-25,5.18,52.1
47,1430179,59724,standard_deviation_ozone,3.9,None,MKIII,316,15.0,2004-01-25,5.18,52.1
48,1430180,59724,total_ozone_column,327.6,Dobson-units,MKIII,316,15.0,2004-01-26,5.18,52.1
49,1430180,59724,standard_deviation_ozone,2.5,None,MKIII,316,15.0,2004-01-26,5.18,52.1
50,1430181,59724,total_ozone_column,349.0,Dobson-units,MKIII,316,15.0,2004-01-27,5.18,52.1
51,1430181,59724,standard_deviation_ozone,4.5,None,MKIII,316,15.0,2004-01-27,5.18,52.1
52,1430182,59724,total_ozone_column,396.8,Dobson-units,MKIII,316,15.0,2004-01-28,5.18,52.1
53,1430182,59724,standard_deviation_ozone,1.8,None,MKIII,316,15.0,2004-01-28,5.18,52.1
54,1430183,59724,total_ozone_column,440.4,Dobson-units,MKIII,316,15.0,2004-01-29,5.18,52.1
55,1430183,59724,standard_deviation_ozone,5.7,None,MKIII,316,15.0,2004-01-29,5.18,52.1
56,1430184,59724,total_ozone_column,338.3,Dobson-units,MKIII,316,15.0,2004-01-30,5.18,52.1
57,1430184,59724,standard_deviation_ozone,4.5,None,MKIII,316,15.0,2004-01-30,5.18,52.1
58,1430185,59724,total_ozone_column,301.3,Dobson-units,MKIII,316,15.0,2004-01-31,5.18,52.1
59,1430185,59724,standard_deviation_ozone,7.9,None,MKIII,316,15.0,2004-01-31,5.18,52.1
60,1430186,59725,total_ozone_column,300.4,Dobson-units,MKIII,316,15.0,2004-02-01,5.18,52.1
61,1430186,59725,standard_deviation_ozone,3.7,None,MKIII,316,15.0,2004-02-01,5.18,52.1
62,1430187,59725,total_ozone_column,358.6,Dobson-units,MKIII,316,15.0,2004-02-02,5.18,52.1
63,1430187,59725,standard_deviation_ozone,9.5,None,MKIII,316,15.0,2004-02-02,5.18,52.1
64,1430188,59725,total_ozone_column,322.0,Dobson-units,MKIII,316,15.0,2004-02-03,5.18,52.1
65,1430188,59725,standard_deviation_ozone,1.8,None,MKIII,316,15.0,2004-02-03,5.18,52.1
66,1430189,59725,total_ozone_column,292.3,Dobson-units,MKIII,316,15.0,2004-02-04,5.18,52.1
67,1430189,59725,standard_deviation_ozone,6.2,None,MKIII,316,15.0,2004-02-04,5.18,52.1
68,1430190,59725,total_ozone_column,278.0,Dobson-units,MKIII,316,15.0,2004-02-05,5.18,52.1
69,1430190,59725,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-02-05,5.18,52.1
70,1430191,59725,total_ozone_column,297.9,Dobson-units,MKIII,316,15.0,2004-02-06,5.18,52.1
71,1430191,59725,standard_deviation_ozone,4.3,None,MKIII,316,15.0,2004-02-06,5.18,52.1
72,1430192,59725,total_ozone_column,378.4,Dobson-units,MKIII,316,15.0,2004-02-07,5.18,52.1
73,1430192,59725,standard_deviation_ozone,3.7,None,MKIII,316,15.0,2004-02-07,5.18,52.1
74,1430193,59725,total_ozone_column,422.1,Dobson-units,MKIII,316,15.0,2004-02-08,5.18,52.1
75,1430193,59725,standard_deviation_ozone,7.8,None,MKIII,316,15.0,2004-02-08,5.18,52.1
76,1430194,59725,total_ozone_column,352.7,Dobson-units,MKIII,316,15.0,2004-02-09,5.18,52.1
77,1430194,59725,standard_deviation_ozone,2.4,None,MKIII,316,15.0,2004-02-09,5.18,52.1
78,1430195,59725,total_ozone_column,358.1,Dobson-units,MKIII,316,15.0,2004-02-10,5.18,52.1
79,1430195,59725,standard_deviation_ozone,4.2,None,MKIII,316,15.0,2004-02-10,5.18,52.1
80,1430196,59725,total_ozone_column,334.7,Dobson-units,MKIII,316,15.0,2004-02-11,5.18,52.1
81,1430196,59725,standard_deviation_ozone,6.6,None,MKIII,316,15.0,2004-02-11,5.18,52.1
82,1430197,59725,total_ozone_column,315.8,Dobson-units,MKIII,316,15.0,2004-02-12,5.18,52.1
83,1430197,59725,standard_deviation_ozone,3.6,None,MKIII,316,15.0,2004-02-12,5.18,52.1
84,1430198,59725,total_ozone_column,340.1,Dobson-units,MKIII,316,15.0,2004-02-13,5.18,52.1
85,1430198,59725,standard_deviation_ozone,4.6,None,MKIII,316,15.0,2004-02-13,5.18,52.1
86,1430199,59725,total_ozone_column,362.7,Dobson-units,MKIII,316,15.0,2004-02-14,5.18,52.1
87,1430199,59725,standard_deviation_ozone,1.8,None,MKIII,316,15.0,2004-02-14,5.18,52.1
88,1430200,59725,total_ozone_column,366.7,Dobson-units,MKIII,316,15.0,2004-02-15,5.18,52.1
89,1430200,59725,standard_deviation_ozone,3.3,None,MKIII,316,15.0,2004-02-15,5.18,52.1
90,1430201,59725,total_ozone_column,344.1,Dobson-units,MKIII,316,15.0,2004-02-16,5.18,52.1
91,1430201,59725,standard_deviation_ozone,4.4,None,MKIII,316,15.0,2004-02-16,5.18,52.1
92,1430202,59725,total_ozone_column,326.8,Dobson-units,MKIII,316,15.0,2004-02-17,5.18,52.1
93,1430202,59725,standard_deviation_ozone,4.5,None,MKIII,316,15.0,2004-02-17,5.18,52.1
94,1430203,59725,total_ozone_column,365.7,Dobson-units,MKIII,316,15.0,2004-02-18,5.18,52.1
95,1430203,59725,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-02-18,5.18,52.1
96,1430204,59725,total_ozone_column,365.0,Dobson-units,MKIII,316,15.0,2004-02-19,5.18,52.1
97,1430204,59725,standard_deviation_ozone,3.9,None,MKIII,316,15.0,2004-02-19,5.18,52.1
98,1430205,59725,total_ozone_column,363.7,Dobson-units,MKIII,316,15.0,2004-02-20,5.18,52.1
99,1430205,59725,standard_deviation_ozone,1.9,None,MKIII,316,15.0,2004-02-20,5.18,52.1
100,1430206,59725,total_ozone_column,340.6,Dobson-units,MKIII,316,15.0,2004-02-21,5.18,52.1
101,1430206,59725,standard_deviation_ozone,2.7,None,MKIII,316,15.0,2004-02-21,5.18,52.1
102,1430207,59725,total_ozone_column,350.6,Dobson-units,MKIII,316,15.0,2004-02-22,5.18,52.1
103,1430207,59725,standard_deviation_ozone,4.2,None,MKIII,316,15.0,2004-02-22,5.18,52.1
104,1430208,59725,total_ozone_column,418.5,Dobson-units,MKIII,316,15.0,2004-02-23,5.18,52.1
105,1430208,59725,standard_deviation_ozone,7.4,None,MKIII,316,15.0,2004-02-23,5.18,52.1
106,1430209,59725,total_ozone_column,387.4,Dobson-units,MKIII,316,15.0,2004-02-24,5.18,52.1
107,1430209,59725,standard_deviation_ozone,4.3,None,MKIII,316,15.0,2004-02-24,5.18,52.1
108,1430210,59725,total_ozone_column,428.6,Dobson-units,MKIII,316,15.0,2004-02-25,5.18,52.1
109,1430210,59725,standard_deviation_ozone,5.3,None,MKIII,316,15.0,2004-02-25,5.18,52.1
110,1430211,59725,total_ozone_column,433.5,Dobson-units,MKIII,316,15.0,2004-02-26,5.18,52.1
111,1430211,59725,standard_deviation_ozone,2.2,None,MKIII,316,15.0,2004-02-26,5.18,52.1
112,1430212,59725,total_ozone_column,456.6,Dobson-units,MKIII,316,15.0,2004-02-27,5.18,52.1
113,1430212,59725,standard_deviation_ozone,12.9,None,MKIII,316,15.0,2004-02-27,5.18,52.1
114,1430213,59725,total_ozone_column,420.3,Dobson-units,MKIII,316,15.0,2004-02-28,5.18,52.1
115,1430213,59725,standard_deviation_ozone,5.5,None,MKIII,316,15.0,2004-02-28,5.18,52.1
116,1430214,59725,total_ozone_column,428.3,Dobson-units,MKIII,316,15.0,2004-02-29,5.18,52.1
117,1430214,59725,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-02-29,5.18,52.1
118,1430215,59726,total_ozone_column,393.1,Dobson-units,MKIII,316,15.0,2004-03-01,5.18,52.1
119,1430215,59726,standard_deviation_ozone,3.8,None,MKIII,316,15.0,2004-03-01,5.18,52.1
120,1430216,59726,total_ozone_column,359.0,Dobson-units,MKIII,316,15.0,2004-03-02,5.18,52.1
121,1430216,59726,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-03-02,5.18,52.1
122,1430217,59726,total_ozone_column,331.9,Dobson-units,MKIII,316,15.0,2004-03-03,5.18,52.1
123,1430217,59726,standard_deviation_ozone,1.9,None,MKIII,316,15.0,2004-03-03,5.18,52.1
124,1430218,59726,total_ozone_column,338.2,Dobson-units,MKIII,316,15.0,2004-03-04,5.18,52.1
125,1430218,59726,standard_deviation_ozone,6.8,None,MKIII,316,15.0,2004-03-04,5.18,52.1
126,1430219,59726,total_ozone_column,338.1,Dobson-units,MKIII,316,15.0,2004-03-05,5.18,52.1
127,1430219,59726,standard_deviation_ozone,3.8,None,MKIII,316,15.0,2004-03-05,5.18,52.1
128,1430220,59726,total_ozone_column,397.5,Dobson-units,MKIII,316,15.0,2004-03-06,5.18,52.1
129,1430220,59726,standard_deviation_ozone,1.5,None,MKIII,316,15.0,2004-03-06,5.18,52.1
130,1430221,59726,total_ozone_column,414.5,Dobson-units,MKIII,316,15.0,2004-03-07,5.18,52.1
131,1430221,59726,standard_deviation_ozone,1.9,None,MKIII,316,15.0,2004-03-07,5.18,52.1
132,1430222,59726,total_ozone_column,413.2,Dobson-units,MKIII,316,15.0,2004-03-08,5.18,52.1
133,1430222,59726,standard_deviation_ozone,4.0,None,MKIII,316,15.0,2004-03-08,5.18,52.1
134,1430223,59726,total_ozone_column,447.2,Dobson-units,MKIII,316,15.0,2004-03-09,5.18,52.1
135,1430223,59726,standard_deviation_ozone,3.8,None,MKIII,316,15.0,2004-03-09,5.18,52.1
136,1430224,59726,total_ozone_column,407.1,Dobson-units,MKIII,316,15.0,2004-03-10,5.18,52.1
137,1430224,59726,standard_deviation_ozone,3.9,None,MKIII,316,15.0,2004-03-10,5.18,52.1
138,1430225,59726,total_ozone_column,408.7,Dobson-units,MKIII,316,15.0,2004-03-11,5.18,52.1
139,1430225,59726,standard_deviation_ozone,1.5,None,MKIII,316,15.0,2004-03-11,5.18,52.1
140,1430226,59726,total_ozone_column,355.4,Dobson-units,MKIII,316,15.0,2004-03-12,5.18,52.1
141,1430226,59726,standard_deviation_ozone,7.3,None,MKIII,316,15.0,2004-03-12,5.18,52.1
142,1430227,59726,total_ozone_column,363.4,Dobson-units,MKIII,316,15.0,2004-03-13,5.18,52.1
143,1430227,59726,standard_deviation_ozone,9.9,None,MKIII,316,15.0,2004-03-13,5.18,52.1
144,1430228,59726,total_ozone_column,362.7,Dobson-units,MKIII,316,15.0,2004-03-14,5.18,52.1
145,1430228,59726,standard_deviation_ozone,6.2,None,MKIII,316,15.0,2004-03-14,5.18,52.1
146,1430229,59726,total_ozone_column,322.9,Dobson-units,MKIII,316,15.0,2004-03-15,5.18,52.1
147,1430229,59726,standard_deviation_ozone,1.2,None,MKIII,316,15.0,2004-03-15,5.18,52.1
148,1430230,59726,total_ozone_column,310.5,Dobson-units,MKIII,316,15.0,2004-03-16,5.18,52.1
149,1430230,59726,standard_deviation_ozone,2.2,None,MKIII,316,15.0,2004-03-16,5.18,52.1
150,1430231,59726,total_ozone_column,300.4,Dobson-units,MKIII,316,15.0,2004-03-17,5.18,52.1
151,1430231,59726,standard_deviation_ozone,3.3,None,MKIII,316,15.0,2004-03-17,5.18,52.1
152,1430232,59726,total_ozone_column,333.8,Dobson-units,MKIII,316,15.0,2004-03-18,5.18,52.1
153,1430232,59726,standard_deviation_ozone,5.9,None,MKIII,316,15.0,2004-03-18,5.18,52.1
154,1430233,59726,total_ozone_column,393.2,Dobson-units,MKIII,316,15.0,2004-03-19,5.18,52.1
155,1430233,59726,standard_deviation_ozone,3.2,None,MKIII,316,15.0,2004-03-19,5.18,52.1
156,1430234,59726,total_ozone_column,339.6,Dobson-units,MKIII,316,15.0,2004-03-20,5.18,52.1
157,1430234,59726,standard_deviation_ozone,17.3,None,MKIII,316,15.0,2004-03-20,5.18,52.1
158,1430235,59726,total_ozone_column,337.2,Dobson-units,MKIII,316,15.0,2004-03-21,5.18,52.1
159,1430235,59726,standard_deviation_ozone,8.9,None,MKIII,316,15.0,2004-03-21,5.18,52.1
160,1430236,59726,total_ozone_column,421.1,Dobson-units,MKIII,316,15.0,2004-03-22,5.18,52.1
161,1430236,59726,standard_deviation_ozone,18.2,None,MKIII,316,15.0,2004-03-22,5.18,52.1
162,1430237,59726,total_ozone_column,471.5,Dobson-units,MKIII,316,15.0,2004-03-23,5.18,52.1
163,1430237,59726,standard_deviation_ozone,13.1,None,MKIII,316,15.0,2004-03-23,5.18,52.1
164,1430238,59726,total_ozone_column,477.7,Dobson-units,MKIII,316,15.0,2004-03-24,5.18,52.1
165,1430238,59726,standard_deviation_ozone,2.6,None,MKIII,316,15.0,2004-03-24,5.18,52.1
166,1430239,59726,total_ozone_column,469.5,Dobson-units,MKIII,316,15.0,2004-03-25,5.18,52.1
167,1430239,59726,standard_deviation_ozone,2.2,None,MKIII,316,15.0,2004-03-25,5.18,52.1
168,1430240,59726,total_ozone_column,435.2,Dobson-units,MKIII,316,15.0,2004-03-26,5.18,52.1
169,1430240,59726,standard_deviation_ozone,27.4,None,MKIII,316,15.0,2004-03-26,5.18,52.1
170,1430241,59726,total_ozone_column,369.6,Dobson-units,MKIII,316,15.0,2004-03-27,5.18,52.1
171,1430241,59726,standard_deviation_ozone,14.1,None,MKIII,316,15.0,2004-03-27,5.18,52.1
172,1430242,59726,total_ozone_column,332.2,Dobson-units,MKIII,316,15.0,2004-03-28,5.18,52.1
173,1430242,59726,standard_deviation_ozone,4.9,None,MKIII,316,15.0,2004-03-28,5.18,52.1
174,1430243,59726,total_ozone_column,328.8,Dobson-units,MKIII,316,15.0,2004-03-29,5.18,52.1
175,1430243,59726,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-03-29,5.18,52.1
176,1430244,59726,total_ozone_column,349.4,Dobson-units,MKIII,316,15.0,2004-03-30,5.18,52.1
177,1430244,59726,standard_deviation_ozone,8.6,None,MKIII,316,15.0,2004-03-30,5.18,52.1
178,1430245,59726,total_ozone_column,373.6,Dobson-units,MKIII,316,15.0,2004-03-31,5.18,52.1
179,1430245,59726,standard_deviation_ozone,5.9,None,MKIII,316,15.0,2004-03-31,5.18,52.1
180,1430246,59727,total_ozone_column,339.9,Dobson-units,MKIII,316,15.0,2004-04-01,5.18,52.1
181,1430246,59727,standard_deviation_ozone,7.8,None,MKIII,316,15.0,2004-04-01,5.18,52.1
182,1430247,59727,total_ozone_column,366.9,Dobson-units,MKIII,316,15.0,2004-04-02,5.18,52.1
183,1430247,59727,standard_deviation_ozone,1.5,None,MKIII,316,15.0,2004-04-02,5.18,52.1
184,1430248,59727,total_ozone_column,442.3,Dobson-units,MKIII,316,15.0,2004-04-03,5.18,52.1
185,1430248,59727,standard_deviation_ozone,6.7,None,MKIII,316,15.0,2004-04-03,5.18,52.1
186,1430249,59727,total_ozone_column,409.7,Dobson-units,MKIII,316,15.0,2004-04-04,5.18,52.1
187,1430249,59727,standard_deviation_ozone,3.4,None,MKIII,316,15.0,2004-04-04,5.18,52.1
188,1430250,59727,total_ozone_column,420.8,Dobson-units,MKIII,316,15.0,2004-04-05,5.18,52.1
189,1430250,59727,standard_deviation_ozone,7.9,None,MKIII,316,15.0,2004-04-05,5.18,52.1
190,1430251,59727,total_ozone_column,419.8,Dobson-units,MKIII,316,15.0,2004-04-06,5.18,52.1
191,1430251,59727,standard_deviation_ozone,6.4,None,MKIII,316,15.0,2004-04-06,5.18,52.1
192,1430252,59727,total_ozone_column,434.3,Dobson-units,MKIII,316,15.0,2004-04-07,5.18,52.1
193,1430252,59727,standard_deviation_ozone,4.2,None,MKIII,316,15.0,2004-04-07,5.18,52.1
194,1430253,59727,total_ozone_column,426.3,Dobson-units,MKIII,316,15.0,2004-04-08,5.18,52.1
195,1430253,59727,standard_deviation_ozone,4.3,None,MKIII,316,15.0,2004-04-08,5.18,52.1
196,1430254,59727,total_ozone_column,406.9,Dobson-units,MKIII,316,15.0,2004-04-09,5.18,52.1
197,1430254,59727,standard_deviation_ozone,12.7,None,MKIII,316,15.0,2004-04-09,5.18,52.1
198,1430255,59727,total_ozone_column,366.6,Dobson-units,MKIII,316,15.0,2004-04-10,5.18,52.1
199,1430255,59727,standard_deviation_ozone,2.7,None,MKIII,316,15.0,2004-04-10,5.18,52.1
200,1430256,59727,total_ozone_column,338.8,Dobson-units,MKIII,316,15.0,2004-04-11,5.18,52.1
201,1430256,59727,standard_deviation_ozone,1.0,None,MKIII,316,15.0,2004-04-11,5.18,52.1
202,1430257,59727,total_ozone_column,354.9,Dobson-units,MKIII,316,15.0,2004-04-12,5.18,52.1
203,1430257,59727,standard_deviation_ozone,3.6,None,MKIII,316,15.0,2004-04-12,5.18,52.1
204,1430258,59727,total_ozone_column,367.3,Dobson-units,MKIII,316,15.0,2004-04-13,5.18,52.1
205,1430258,59727,standard_deviation_ozone,4.2,None,MKIII,316,15.0,2004-04-13,5.18,52.1
206,1430259,59727,total_ozone_column,344.5,Dobson-units,MKIII,316,15.0,2004-04-14,5.18,52.1
207,1430259,59727,standard_deviation_ozone,5.9,None,MKIII,316,15.0,2004-04-14,5.18,52.1
208,1430260,59727,total_ozone_column,344.5,Dobson-units,MKIII,316,15.0,2004-04-15,5.18,52.1
209,1430260,59727,standard_deviation_ozone,2.2,None,MKIII,316,15.0,2004-04-15,5.18,52.1
210,1430261,59727,total_ozone_column,340.6,Dobson-units,MKIII,316,15.0,2004-04-16,5.18,52.1
211,1430261,59727,standard_deviation_ozone,3.1,None,MKIII,316,15.0,2004-04-16,5.18,52.1
212,1430262,59727,total_ozone_column,361.3,Dobson-units,MKIII,316,15.0,2004-04-17,5.18,52.1
213,1430262,59727,standard_deviation_ozone,9.1,None,MKIII,316,15.0,2004-04-17,5.18,52.1
214,1430263,59727,total_ozone_column,380.9,Dobson-units,MKIII,316,15.0,2004-04-18,5.18,52.1
215,1430263,59727,standard_deviation_ozone,27.9,None,MKIII,316,15.0,2004-04-18,5.18,52.1
216,1430264,59727,total_ozone_column,406.1,Dobson-units,MKIII,316,15.0,2004-04-19,5.18,52.1
217,1430264,59727,standard_deviation_ozone,20.2,None,MKIII,316,15.0,2004-04-19,5.18,52.1
218,1430265,59727,total_ozone_column,434.8,Dobson-units,MKIII,316,15.0,2004-04-20,5.18,52.1
219,1430265,59727,standard_deviation_ozone,30.1,None,MKIII,316,15.0,2004-04-20,5.18,52.1
220,1430266,59727,total_ozone_column,315.1,Dobson-units,MKIII,316,15.0,2004-04-21,5.18,52.1
221,1430266,59727,standard_deviation_ozone,3.8,None,MKIII,316,15.0,2004-04-21,5.18,52.1
222,1430267,59727,total_ozone_column,329.5,Dobson-units,MKIII,316,15.0,2004-04-22,5.18,52.1
223,1430267,59727,standard_deviation_ozone,6.3,None,MKIII,316,15.0,2004-04-22,5.18,52.1
224,1430268,59727,total_ozone_column,350.0,Dobson-units,MKIII,316,15.0,2004-04-23,5.18,52.1
225,1430268,59727,standard_deviation_ozone,8.3,None,MKIII,316,15.0,2004-04-23,5.18,52.1
226,1430269,59727,total_ozone_column,323.0,Dobson-units,MKIII,316,15.0,2004-04-24,5.18,52.1
227,1430269,59727,standard_deviation_ozone,2.3,None,MKIII,316,15.0,2004-04-24,5.18,52.1
228,1430270,59727,total_ozone_column,323.1,Dobson-units,MKIII,316,15.0,2004-04-25,5.18,52.1
229,1430270,59727,standard_deviation_ozone,4.6,None,MKIII,316,15.0,2004-04-25,5.18,52.1
230,1430271,59727,total_ozone_column,347.3,Dobson-units,MKIII,316,15.0,2004-04-26,5.18,52.1
231,1430271,59727,standard_deviation_ozone,6.1,None,MKIII,316,15.0,2004-04-26,5.18,52.1
232,1430272,59727,total_ozone_column,339.7,Dobson-units,MKIII,316,15.0,2004-04-27,5.18,52.1
233,1430272,59727,standard_deviation_ozone,4.8,None,MKIII,316,15.0,2004-04-27,5.18,52.1
234,1430273,59727,total_ozone_column,370.6,Dobson-units,MKIII,316,15.0,2004-04-28,5.18,52.1
235,1430273,59727,standard_deviation_ozone,7.5,None,MKIII,316,15.0,2004-04-28,5.18,52.1
236,1430274,59727,total_ozone_column,357.6,Dobson-units,MKIII,316,15.0,2004-04-29,5.18,52.1
237,1430274,59727,standard_deviation_ozone,3.7,None,MKIII,316,15.0,2004-04-29,5.18,52.1
238,1430275,59727,total_ozone_column,339.5,Dobson-units,MKIII,316,15.0,2004-04-30,5.18,52.1
239,1430275,59727,standard_deviation_ozone,1.9,None,MKIII,316,15.0,2004-04-30,5.18,52.1
240,1430276,59728,total_ozone_column,335.4,Dobson-units,MKIII,316,15.0,2004-05-01,5.18,52.1
241,1430276,59728,standard_deviation_ozone,3.4,None,MKIII,316,15.0,2004-05-01,5.18,52.1
242,1430277,59728,total_ozone_column,340.8,Dobson-units,MKIII,316,15.0,2004-05-02,5.18,52.1
243,1430277,59728,standard_deviation_ozone,1.7,None,MKIII,316,15.0,2004-05-02,5.18,52.1
244,1430278,59728,total_ozone_column,353.5,Dobson-units,MKIII,316,15.0,2004-05-03,5.18,52.1
245,1430278,59728,standard_deviation_ozone,3.1,None,MKIII,316,15.0,2004-05-03,5.18,52.1
246,1430279,59728,total_ozone_column,359.3,Dobson-units,MKIII,316,15.0,2004-05-04,5.18,52.1
247,1430279,59728,standard_deviation_ozone,2.2,None,MKIII,316,15.0,2004-05-04,5.18,52.1
248,1430280,59728,total_ozone_column,399.3,Dobson-units,MKIII,316,15.0,2004-05-05,5.18,52.1
249,1430280,59728,standard_deviation_ozone,10.1,None,MKIII,316,15.0,2004-05-05,5.18,52.1
250,1430281,59728,total_ozone_column,399.8,Dobson-units,MKIII,316,15.0,2004-05-06,5.18,52.1
251,1430281,59728,standard_deviation_ozone,1.9,None,MKIII,316,15.0,2004-05-06,5.18,52.1
252,1430282,59728,total_ozone_column,417.4,Dobson-units,MKIII,316,15.0,2004-05-07,5.18,52.1
253,1430282,59728,standard_deviation_ozone,7.7,None,MKIII,316,15.0,2004-05-07,5.18,52.1
254,1430283,59728,total_ozone_column,420.0,Dobson-units,MKIII,316,15.0,2004-05-08,5.18,52.1
255,1430283,59728,standard_deviation_ozone,7.5,None,MKIII,316,15.0,2004-05-08,5.18,52.1
256,1430284,59728,total_ozone_column,359.1,Dobson-units,MKIII,316,15.0,2004-05-09,5.18,52.1
